PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
0,1,1,2,24.22484,3 4,North,1,0,0
0,1,1,2,24.75996,2 4,North,1,0,0
0,1,1,1,25.78413,2 4,West,1,0,0
0,1,1,2,26.60058,2 3,West,1,0,0
0,1,1,1,27.15755,2 3,South,1,0,0
0,1,1,2,27.77822,3 3,South,1,0,0
0,1,1,3,28.7247,3 3,West,1,0,0
0,1,1,2,29.35193,3 2,West,1,0,0
0,1,1,6,29.76,3 2,West,1,1,0
0,1,1,3,30.07279,3 2,North,1,1,0
0,1,1,2,30.72953,2 2,North,1,1,0
0,1,1,3,31.28223,2 2,East,1,1,0
0,1,1,2,31.87821,2 3,East,1,1,0
0,1,1,6,32.28,2 3,East,1,2,0
0,1,1,2,32.5606,2 4,East,1,2,0
0,1,1,1,33.28676,2 4,North,1,2,0
0,1,1,2,33.87305,1 4,North,1,2,0
0,1,1,6,34.26,1 4,North,1,3,0
0,1,1,1,34.54749,1 4,West,1,3,0
0,1,1,3,35.5274,1 4,North,1,3,0
0,1,1,2,36.1031,0 4,North,1,3,0
0,1,1,1,36.98132,0 4,West,1,3,0
0,1,1,2,37.57285,0 3,West,1,3,0
0,1,1,2,38.1788,0 2,West,1,3,0
0,1,1,6,38.6,0 2,West,1,4,0
0,1,1,1,38.90543,0 2,South,1,4,0
0,1,1,1,39.4624,0 2,East,1,4,0
0,1,1,2,40.06954,0 3,East,1,4,0
0,1,1,2,40.62525,0 4,East,1,4,0
0,1,1,3,41.6205,0 4,South,1,4,0
0,1,1,2,42.45595,1 4,South,1,4,0
0,1,1,2,43.06068,2 4,South,1,4,0
0,1,1,2,44.09875,3 4,South,1,4,0
0,1,1,2,44.61367,4 4,South,1,4,0
0,1,1,3,45.59274,4 4,West,1,4,0
0,1,1,2,46.49961,4 3,West,1,4,0
0,1,1,3,47.11145,4 3,North,1,4,0
0,1,1,2,48.08754,3 3,North,1,4,0
0,1,1,1,48.67966,3 3,West,1,4,0
0,1,1,2,49.23325,3 2,West,1,4,0
0,1,1,3,49.76804,3 2,North,1,4,0
0,1,1,2,50.69619,2 2,North,1,4,0
0,1,1,1,51.6377,2 2,West,1,4,0
0,1,1,2,52.48283,2 1,West,1,4,0
0,1,1,1,53.27179,2 1,South,1,4,0
0,1,1,2,54.16427,3 1,South,1,4,0
0,1,1,3,54.7862,3 1,West,1,4,0
