PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
1,3,7,2,683.9886,3 4,North,2,0,4
1,3,7,2,684.4995,2 4,North,2,0,4
1,3,7,2,685.4429,1 4,North,2,0,4
1,3,7,1,685.9722,1 3,North,2,0,4
1,3,7,4,686.5353,2 3,North,2,0,4
1,3,7,1,687.1218,2 2,North,2,0,4
1,3,7,2,687.6403,1 2,North,2,0,4
1,3,7,2,688.1656,0 2,North,2,0,4
1,3,7,1,688.7087,0 1,North,2,0,4
1,3,7,1,689.2739,0 0,North,2,0,4
1,3,7,6,689.68,0 0,North,2,1,4
1,3,7,3,689.8313,0 1,North,2,1,4
1,3,7,3,690.3609,0 2,North,2,1,4
1,3,7,4,690.9005,1 2,North,2,1,4
1,3,7,4,691.4117,2 2,North,2,1,4
1,3,7,3,692.3397,2 3,North,2,1,4
1,3,7,2,692.886,1 3,North,2,1,4
1,3,7,3,693.4619,1 4,North,2,1,4
1,3,7,4,694.0822,2 4,North,2,1,4
1,3,7,4,694.6298,3 4,North,2,1,4
1,3,7,4,695.1881,4 4,North,2,1,4
1,3,7,1,695.7821,4 3,North,2,1,4
1,3,7,1,696.3296,4 2,North,2,1,4
1,3,7,2,696.9025,3 2,North,2,1,4
1,3,7,3,697.4622,3 3,North,2,1,4
1,3,7,6,697.86,3 3,North,2,2,4
1,3,7,1,698.0858,3 2,North,2,2,4
1,3,7,4,698.6161,4 2,North,2,2,4
1,3,7,3,699.1534,4 3,North,2,2,4
1,3,7,3,699.7017,4 4,North,2,2,4
1,3,7,2,700.299,3 4,North,2,2,4
1,3,7,2,701.3004,2 4,North,2,2,4
1,3,7,2,701.879,1 4,North,2,2,4
1,3,7,1,702.434,1 3,North,2,2,4
1,3,7,4,703.0181,2 3,North,2,2,4
1,3,7,1,703.5376,2 2,North,2,2,4
1,3,7,2,704.1046,1 2,North,2,2,4
1,3,7,2,704.6331,0 2,North,2,2,4
1,3,7,1,705.1881,0 1,North,2,2,4
1,3,7,6,705.58,0 1,North,2,3,4
1,3,7,3,705.7516,0 2,North,2,3,4
1,3,7,4,706.2737,1 2,North,2,3,4
1,3,7,4,706.8041,2 2,North,2,3,4
1,3,7,3,707.3513,2 3,North,2,3,4
1,3,7,2,708.2907,1 3,North,2,3,4
1,3,7,3,708.8096,1 4,North,2,3,4
