PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
0,3,7,2,471.2683,3 4,North,2,0,0
0,3,7,2,471.9395,2 4,North,2,0,0
0,3,7,2,472.7694,1 4,North,2,0,0
0,3,7,1,474.239,1 4,West,2,0,0
0,3,7,2,475.1057,1 3,West,2,0,0
0,3,7,1,476.2923,1 3,South,2,0,0
0,3,7,2,476.9146,2 3,South,2,0,0
0,3,7,3,477.4454,2 3,West,2,0,0
0,3,7,2,478.2115,2 2,West,2,0,0
0,3,7,3,478.7867,2 2,North,2,0,0
0,3,7,2,479.6825,1 2,North,2,0,0
0,3,7,1,480.6283,1 2,West,2,0,0
0,3,7,3,481.3958,1 2,North,2,0,0
0,3,7,2,482.0798,0 2,North,2,0,0
0,3,7,1,482.5991,0 2,West,2,0,0
0,3,7,2,483.521,0 1,West,2,0,0
0,3,7,3,484.4379,0 1,North,2,0,0
0,3,7,3,485.1832,0 1,East,2,0,0
0,3,7,2,486.048,0 2,East,2,0,0
0,3,7,3,486.9908,0 2,South,2,0,0
0,3,7,2,487.6653,1 2,South,2,0,0
0,3,7,2,488.5806,2 2,South,2,0,0
0,3,7,1,489.1229,2 2,East,2,0,0
0,3,7,2,489.8129,2 3,East,2,0,0
0,3,7,1,490.3887,2 3,North,2,0,0
0,3,7,2,490.9445,1 3,North,2,0,0
0,3,7,3,491.4933,1 3,East,2,0,0
0,3,7,2,492.3409,1 4,East,2,0,0
0,3,7,3,493.0289,1 4,South,2,0,0
0,3,7,2,493.9527,2 4,South,2,0,0
0,3,7,2,494.8194,3 4,South,2,0,0
0,3,7,3,495.6946,3 4,West,2,0,0
0,3,7,1,496.4978,3 4,South,2,0,0
0,3,7,2,497.0913,4 4,South,2,0,0
0,3,7,3,497.957,4 4,West,2,0,0
0,3,7,2,498.5983,4 3,West,2,0,0
0,3,7,2,499.41,4 2,West,2,0,0
0,3,7,3,500.2236,4 2,North,2,0,0
0,3,7,2,501.1049,3 2,North,2,0,0
0,3,7,1,501.6166,3 2,West,2,0,0
0,3,7,2,502.3087,3 1,West,2,0,0
0,3,7,3,503.1738,3 1,North,2,0,0
0,3,7,2,503.8472,2 1,North,2,0,0
0,3,7,2,504.6227,1 1,North,2,0,0
0,3,7,1,505.5359,1 1,West,2,0,0
0,3,7,2,506.2226,1 0,West,2,0,0
0,3,7,1,507.0896,1 0,South,2,0,0
0,3,7,2,507.8614,2 0,South,2,0,0
0,3,7,2,508.4661,3 0,South,2,0,0
0,3,7,2,509.3462,4 0,South,2,0,0
0,3,7,6,509.72,4 0,South,2,1,0
0,3,7,1,510.0961,4 0,East,2,1,0
0,3,7,1,511.3824,4 0,North,2,1,0
0,3,7,2,512.0861,3 0,North,2,1,0
0,3,7,2,512.69,2 0,North,2,1,0
0,3,7,3,513.4144,2 0,East,2,1,0
0,3,7,1,514.0208,2 0,North,2,1,0
0,3,7,2,514.5492,1 0,North,2,1,0
0,3,7,3,515.3626,1 0,East,2,1,0
0,3,7,2,516.0161,1 1,East,2,1,0
0,3,7,3,516.6934,1 1,South,2,1,0
0,3,7,2,517.3182,2 1,South,2,1,0
0,3,7,2,517.9233,3 1,South,2,1,0
0,3,7,1,518.8365,3 1,East,2,1,0
0,3,7,2,519.4404,3 2,East,2,1,0
0,3,7,3,520.2263,3 2,South,2,1,0
0,3,7,2,520.9457,4 2,South,2,1,0
0,3,7,1,521.815,4 2,East,2,1,0
0,3,7,2,522.5007,4 3,East,2,1,0
0,3,7,2,523.3781,4 4,East,2,1,0
0,3,7,1,523.9035,4 4,North,2,1,0
0,3,7,2,524.6078,3 4,North,2,1,0
0,3,7,2,525.1678,2 4,North,2,1,0
0,3,7,2,526.1974,1 4,North,2,1,0
0,3,7,6,526.58,1 4,North,2,2,0
0,3,7,1,527.3995,1 4,West,2,2,0
0,3,7,3,528.2865,1 4,North,2,2,0
0,3,7,2,528.8521,0 4,North,2,2,0
0,3,7,1,529.655,0 4,West,2,2,0
0,3,7,1,530.3862,0 4,South,2,2,0
0,3,7,2,530.9432,1 4,South,2,2,0
0,3,7,3,531.664,1 4,West,2,2,0
0,3,7,2,532.178,1 3,West,2,2,0
0,3,7,1,533.0109,1 3,South,2,2,0
0,3,7,2,533.6176,2 3,South,2,2,0
0,3,7,3,534.3668,2 3,West,2,2,0
0,3,7,2,535.0602,2 2,West,2,2,0
0,3,7,3,535.5914,2 2,North,2,2,0
0,3,7,2,536.1596,1 2,North,2,2,0
0,3,7,1,536.867,1 2,West,2,2,0
0,3,7,3,537.9219,1 2,North,2,2,0
0,3,7,2,538.7991,0 2,North,2,2,0
0,3,7,1,539.5662,0 2,West,2,2,0
0,3,7,2,540.2785,0 1,West,2,2,0
0,3,7,1,541.3434,0 1,South,2,2,0
0,3,7,1,542.0052,0 1,East,2,2,0
0,3,7,2,542.5917,0 2,East,2,2,0
0,3,7,3,543.3576,0 2,South,2,2,0
0,3,7,2,543.919,1 2,South,2,2,0
0,3,7,2,544.7243,2 2,South,2,2,0
0,3,7,1,545.5892,2 2,East,2,2,0
0,3,7,2,546.2548,2 3,East,2,2,0
0,3,7,1,546.8311,2 3,North,2,2,0
0,3,7,2,547.3492,1 3,North,2,2,0
0,3,7,3,547.8763,1 3,East,2,2,0
0,3,7,2,548.4703,1 4,East,2,2,0
0,3,7,3,549.2225,1 4,South,2,2,0
0,3,7,2,549.8115,2 4,South,2,2,0
0,3,7,2,550.3702,3 4,South,2,2,0
0,3,7,3,551.0441,3 4,West,2,2,0
0,3,7,1,551.5711,3 4,South,2,2,0
0,3,7,2,552.5045,4 4,South,2,2,0
0,3,7,3,553.2643,4 4,West,2,2,0
0,3,7,2,553.8098,4 3,West,2,2,0
0,3,7,2,554.543,4 2,West,2,2,0
0,3,7,3,555.4579,4 2,North,2,2,0
0,3,7,2,556.0145,3 2,North,2,2,0
0,3,7,3,556.914,3 2,East,2,2,0
0,3,7,1,557.8394,3 2,North,2,2,0
