PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
1,1,1,1,5.734199,4 3,North,1,0,0
1,1,1,1,7.615037,4 2,North,1,0,0
1,1,1,1,8.129796,4 1,North,1,0,0
1,1,1,3,9.141729,4 2,North,1,0,0
1,1,1,2,10.27406,3 2,North,1,0,0
1,1,1,2,11.57078,2 2,North,1,0,0
1,1,1,1,12.50103,2 1,North,1,0,0
1,1,1,2,13.25003,1 1,North,1,0,0
1,1,1,2,14.19239,0 1,North,1,0,0
1,1,1,6,14.58,0 1,North,1,1,0
1,1,1,4,18.0796,1 1,North,1,1,0
1,1,1,4,19.98805,2 1,North,1,1,0
1,1,1,3,21.52147,2 2,North,1,1,0
1,1,1,3,22.2937,2 3,North,1,1,0
1,1,1,3,22.9471,2 4,North,1,1,0
1,1,1,6,23.36,2 4,North,1,2,0
1,1,1,1,24.04541,2 3,North,1,2,0
1,1,1,1,24.89969,2 2,North,1,2,0
1,1,1,1,25.44091,2 1,North,1,2,0
1,1,1,2,26.37259,1 1,North,1,2,0
1,1,1,2,27.2002,0 1,North,1,2,0
1,1,1,1,27.82197,0 0,North,1,2,0
1,1,1,6,28.24,0 0,North,1,3,0
1,1,1,3,28.74084,0 1,North,1,3,0
1,1,1,4,29.29948,1 1,North,1,3,0
1,1,1,4,30.06325,2 1,North,1,3,0
1,1,1,6,30.42,2 1,North,1,4,0
1,1,1,3,31.1757,2 2,North,1,4,0
1,1,1,3,31.807,2 3,North,1,4,0
1,1,1,4,32.4782,3 3,North,1,4,0
1,1,1,4,33.14026,4 3,North,1,4,0
1,1,1,6,33.5,4 3,North,1,5,0
1,1,1,2,34.15942,3 3,North,1,5,0
1,1,1,2,34.82057,2 3,North,1,5,0
1,1,1,3,35.6371,2 4,North,1,5,0
1,1,1,2,36.35289,1 4,North,1,5,0
1,1,1,2,36.94241,0 4,North,1,5,0
1,1,1,1,37.62197,0 3,North,1,5,0
1,1,1,1,38.53461,0 2,North,1,5,0
1,1,1,6,38.94,0 2,North,1,6,0
1,1,1,3,39.49144,0 3,North,1,6,0
1,1,1,3,40.20869,0 4,North,1,6,0
1,1,1,4,40.96201,1 4,North,1,6,0
1,1,1,4,41.66258,2 4,North,1,6,0
1,1,1,1,43.01086,2 3,North,1,6,0
1,1,1,2,43.69405,1 3,North,1,6,0
1,1,1,6,44.08,1 3,North,1,7,0
1,1,1,4,44.59309,2 3,North,1,7,0
1,1,1,1,45.26522,2 2,North,1,7,0
1,1,1,4,46.0197,3 2,North,1,7,0
1,1,1,4,46.64478,4 2,North,1,7,0
1,1,1,6,47,4 2,North,1,8,0
3,1,1,1,52.36691,4 3,North,1,0,0
3,1,1,2,53.896,3 3,North,1,0,0
3,1,1,2,54.68713,2 3,North,1,0,0
3,1,1,3,55.49532,2 4,North,1,0,0
3,1,1,6,55.9,2 4,North,1,1,0
3,1,1,1,58.09594,2 3,North,1,1,0
3,1,1,2,60.13497,1 3,North,1,1,0
3,1,1,1,60.89866,1 3,North,1,1,1
3,1,1,1,62.4066,1 3,North,1,1,2
3,1,1,4,63.18837,2 3,North,1,1,2
3,1,1,1,63.8108,2 2,North,1,1,2
3,1,1,2,64.78413,2 2,North,1,1,3
3,1,1,1,66.51452,2 1,North,1,1,3
3,1,1,2,67.21896,1 1,North,1,1,3
3,1,1,2,67.84405,0 1,North,1,1,3
3,1,1,6,68.24,0 1,North,1,2,3
3,1,1,4,69.07287,1 1,North,1,2,3
3,1,1,3,69.77654,1 2,North,1,2,3
3,1,1,3,70.61445,1 2,North,1,2,4
3,1,1,4,71.74763,1 2,North,1,2,5
