PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
1,3,7,2,1349.911,3 4,North,2,0,2
1,3,7,2,1350.856,2 4,North,2,0,2
1,3,7,2,1351.402,1 4,North,2,0,2
1,3,7,1,1352.535,1 3,North,2,0,2
1,3,7,4,1353.269,2 3,North,2,0,2
1,3,7,1,1353.99,2 2,North,2,0,2
1,3,7,2,1354.95,1 2,North,2,0,2
1,3,7,2,1356.184,0 2,North,2,0,2
1,3,7,6,1356.56,0 2,North,2,1,2
1,3,7,4,1357.148,1 2,North,2,1,2
1,3,7,4,1357.705,2 2,North,2,1,2
1,3,7,3,1358.262,2 3,North,2,1,2
1,3,7,2,1358.892,1 3,North,2,1,2
1,3,7,3,1359.512,1 4,North,2,1,2
1,3,7,4,1360.142,2 4,North,2,1,2
1,3,7,4,1361.078,3 4,North,2,1,2
1,3,7,4,1361.661,4 4,North,2,1,2
1,3,7,1,1362.268,4 3,North,2,1,2
1,3,7,1,1362.906,4 2,North,2,1,2
1,3,7,2,1363.5,3 2,North,2,1,2
1,3,7,1,1364.073,3 1,North,2,1,2
1,3,7,2,1365.113,2 1,North,2,1,2
1,3,7,2,1365.687,1 1,North,2,1,2
1,3,7,1,1366.326,1 0,North,2,1,2
1,3,7,4,1367.115,2 0,North,2,1,2
1,3,7,6,1367.48,2 0,North,2,2,2
1,3,7,4,1368.07,3 0,North,2,2,2
1,3,7,4,1368.727,4 0,North,2,2,2
1,3,7,3,1369.627,4 1,North,2,2,2
1,3,7,6,1370.02,4 1,North,2,3,2
1,3,7,1,1370.508,4 0,North,2,3,2
1,3,7,2,1371.174,3 0,North,2,3,2
1,3,7,2,1371.768,2 0,North,2,3,2
1,3,7,2,1372.541,1 0,North,2,3,2
1,3,7,3,1373.225,1 1,North,2,3,2
1,3,7,4,1373.884,2 1,North,2,3,2
1,3,7,4,1374.716,3 1,North,2,3,2
1,3,7,3,1375.356,3 2,North,2,3,2
1,3,7,4,1376.041,4 2,North,2,3,2
1,3,7,3,1376.554,4 3,North,2,3,2
