PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
1,1,1,2,3.106985,3 4,North,1,0,0
1,1,1,2,4.098895,2 4,North,1,0,0
1,1,1,4,4.721127,3 4,North,1,0,0
1,1,1,1,6.309358,3 4,North,1,0,0
1,1,1,2,7.280979,2 4,North,1,0,0
1,1,1,1,8.197232,2 3,North,1,0,0
1,1,1,4,9.420122,3 3,North,1,0,0
1,1,1,2,10.05104,2 3,North,1,0,0
1,1,1,1,20.35081,2 2,North,1,0,0
1,1,1,1,20.88046,2 1,North,1,0,0
1,1,1,2,21.59825,1 1,North,1,0,0
1,1,1,1,22.8464,1 0,North,1,0,0
1,1,1,4,23.85578,2 0,North,1,0,0
1,1,1,6,24.22,2 0,North,1,1,0
1,1,1,2,30.65895,1 0,North,1,1,0
1,1,1,3,33.07319,1 1,North,1,1,0
1,1,1,4,33.76613,2 1,North,1,1,0
1,1,1,3,34.62384,2 2,North,1,1,0
1,1,1,4,47.79745,3 2,North,1,1,0
1,1,1,6,48.16,3 2,North,1,2,0
1,1,1,2,56.71918,2 2,North,1,2,0
1,1,1,3,57.53929,2 3,North,1,2,0
1,1,1,3,59.4581,2 4,North,1,2,0
1,1,1,6,59.86,2 4,North,1,3,0
1,1,1,1,68.97215,2 3,North,1,3,0
1,1,1,1,69.98273,2 2,North,1,3,0
1,1,1,1,70.86392,2 1,North,1,3,0
1,1,1,2,83.53597,1 1,North,1,3,0
1,1,1,6,83.92,1 1,North,1,4,0
1,1,1,4,85.54063,2 1,North,1,4,0
1,1,1,3,86.93172,2 2,North,1,4,0
1,1,1,3,88.29371,2 3,North,1,4,0
1,1,1,4,89.21992,3 3,North,1,4,0
1,1,1,6,89.57999,3 3,North,1,5,0
1,1,1,2,108.6734,2 3,North,1,5,0
1,1,1,3,109.517,2 4,North,1,5,0
1,1,1,2,111.2341,1 4,North,1,5,0
1,1,1,2,111.8099,0 4,North,1,5,0
1,1,1,6,112.2,0 4,North,1,6,0
1,1,1,4,114.1267,1 4,North,1,6,0
1,1,1,4,114.9771,2 4,North,1,6,0
1,1,1,1,115.6991,2 3,North,1,6,0
1,1,1,6,116.1,2 3,North,1,7,0
1,1,1,3,131.1368,2 4,North,1,7,0
1,1,1,2,131.7744,1 4,North,1,7,0
1,1,1,2,132.6269,0 4,North,1,7,0
1,1,1,1,147.4444,0 3,North,1,7,0
1,1,1,6,147.84,0 3,North,1,8,0
2,1,1,1,156.9284,4 4,West,1,0,0
2,1,1,2,159.1653,4 3,West,1,0,0
2,1,1,3,166.4181,4 3,North,1,0,0
2,1,1,2,167.4876,3 3,North,1,0,0
2,1,1,2,168.4701,2 3,North,1,0,0
2,1,1,1,169.2365,2 3,West,1,0,0
2,1,1,2,170.1249,2 2,West,1,0,0
2,1,1,2,171.0579,2 1,West,1,0,0
2,1,1,3,171.7094,2 1,North,1,0,0
2,1,1,2,172.334,1 1,North,1,0,0
2,1,1,6,172.72,1 1,North,1,1,0
2,1,1,3,174.0375,1 1,East,1,1,0
2,1,1,3,174.6066,1 1,South,1,1,0
2,1,1,2,175.702,2 1,South,1,1,0
2,1,1,1,176.5185,2 1,East,1,1,0
2,1,1,2,178.98,2 2,East,1,1,0
2,1,1,3,179.5876,2 2,South,1,1,0
2,1,1,2,180.3097,3 2,South,1,1,0
2,1,1,1,180.8635,3 2,East,1,1,0
2,1,1,2,181.5168,3 3,East,1,1,0
2,1,1,6,181.94,3 3,East,1,2,0
2,1,1,1,182.8159,3 3,North,1,2,0
2,1,1,1,188.3339,3 3,West,1,2,0
2,1,1,2,189.1564,3 2,West,1,2,0
2,1,1,3,189.8549,3 2,North,1,2,0
2,1,1,2,190.6578,2 2,North,1,2,0
2,1,1,3,191.8919,2 2,East,1,2,0
2,1,1,2,192.8866,2 3,East,1,2,0
2,1,1,1,193.6369,2 3,North,1,2,0
2,1,1,2,198.9613,1 3,North,1,2,0
