PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
1,1,1,2,4.579165,3 4,North,1,0,0
1,1,1,6,4.96,3 4,North,1,1,0
1,1,1,2,6.451953,2 4,North,1,1,0
1,1,1,1,7.64376,2 3,North,1,1,0
1,1,1,1,9.352394,2 2,North,1,1,0
1,1,1,1,10.1529,2 1,North,1,1,0
1,1,1,2,11.30068,1 1,North,1,1,0
1,1,1,6,11.68,1 1,North,1,2,0
1,1,1,1,15.12899,1 0,North,1,2,0
1,1,1,4,16.55285,2 0,North,1,2,0
1,1,1,6,16.92,2 0,North,1,3,0
1,1,1,2,18.47141,1 0,North,1,3,0
1,1,1,3,19.68784,1 1,North,1,3,0
1,1,1,4,21.12678,2 1,North,1,3,0
1,1,1,3,22.31394,2 2,North,1,3,0
1,1,1,3,23.44801,2 3,North,1,3,0
1,1,1,3,24.5531,2 4,North,1,3,0
1,1,1,2,25.75108,1 4,North,1,3,0
1,1,1,6,26.14,1 4,North,1,4,0
1,1,1,4,27.01703,2 4,North,1,4,0
1,1,1,1,28.41078,2 3,North,1,4,0
1,1,1,1,29.6081,2 2,North,1,4,0
1,1,1,1,30.8416,2 1,North,1,4,0
1,1,1,4,32.3895,3 1,North,1,4,0
1,1,1,1,33.83063,3 0,North,1,4,0
1,1,1,6,34.24,3 0,North,1,5,0
1,1,1,3,35.28439,3 1,North,1,5,0
1,1,1,2,36.2467,2 1,North,1,5,0
1,1,1,3,38.02403,2 2,North,1,5,0
1,1,1,3,39.15955,2 3,North,1,5,0
1,1,1,2,40.47085,1 3,North,1,5,0
1,1,1,6,40.86,1 3,North,1,6,0
1,1,1,4,41.87506,2 3,North,1,6,0
1,1,1,3,43.22221,2 4,North,1,6,0
1,1,1,2,44.41163,1 4,North,1,6,0
1,1,1,2,45.3462,0 4,North,1,6,0
1,1,1,6,45.72,0 4,North,1,7,0
1,1,1,4,47.11105,1 4,North,1,7,0
1,1,1,4,47.9733,2 4,North,1,7,0
1,1,1,1,49.09566,2 3,North,1,7,0
1,1,1,4,50.82267,3 3,North,1,7,0
1,1,1,4,52.6492,4 3,North,1,7,0
1,1,1,6,53,4 3,North,1,8,0
2,1,1,2,60.54929,3 4,North,1,0,0
2,1,1,6,60.94,3 4,North,1,1,0
2,1,1,2,64.56653,2 4,North,1,1,0
2,1,1,1,65.73128,2 4,West,1,1,0
2,1,1,2,67.23873,2 3,West,1,1,0
2,1,1,3,72.45099,2 3,North,1,1,0
2,1,1,2,73.28615,1 3,North,1,1,0
2,1,1,6,73.68,1 3,North,1,2,0
2,1,1,3,76.44063,1 3,East,1,2,0
2,1,1,3,77.30299,1 3,South,1,2,0
2,1,1,2,78.13509,2 3,South,1,2,0
2,1,1,1,79.07635,2 3,East,1,2,0
2,1,1,2,79.92655,2 4,East,1,2,0
2,1,1,1,80.61362,2 4,North,1,2,0
2,1,1,2,81.73347,1 4,North,1,2,0
2,1,1,2,82.56898,0 4,North,1,2,0
2,1,1,6,82.93999,0 4,North,1,3,0
2,1,1,3,85.56042,0 4,East,1,3,0
2,1,1,3,86.13318,0 4,South,1,3,0
2,1,1,2,89.31738,1 4,South,1,3,0
2,1,1,2,92.59423,2 4,South,1,3,0
2,1,1,3,93.49081,2 4,West,1,3,0
2,1,1,2,94.32557,2 3,West,1,3,0
2,1,1,1,95.13883,2 3,South,1,3,0
2,1,1,2,95.94508,3 3,South,1,3,0
2,1,1,6,96.32,3 3,South,1,4,0
2,1,1,3,96.96965,3 3,West,1,4,0
2,1,1,3,97.97762,3 3,North,1,4,0
2,1,1,2,99.13052,2 3,North,1,4,0
2,1,1,3,99.97643,2 3,East,1,4,0
2,1,1,2,100.7418,2 4,East,1,4,0
2,1,1,1,101.3629,2 4,North,1,4,0
2,1,1,2,102.0748,1 4,North,1,4,0
2,1,1,6,102.46,1 4,North,1,5,0
2,1,1,3,103.067,1 4,East,1,5,0
2,1,1,3,103.764,1 4,South,1,5,0
2,1,1,3,104.9339,1 4,West,1,5,0
2,1,1,1,107.2875,1 4,South,1,5,0
2,1,1,2,108.0882,2 4,South,1,5,0
2,1,1,2,108.9973,3 4,South,1,5,0
2,1,1,3,109.5752,3 4,West,1,5,0
2,1,1,2,110.4873,3 4,West,1,5,1
2,1,1,3,111.9793,3 4,North,1,5,1
2,1,1,2,112.6836,2 4,North,1,5,1
2,1,1,1,113.355,2 4,West,1,5,1
2,1,1,2,114.2477,2 3,West,1,5,1
2,1,1,2,115.4653,2 2,West,1,5,1
2,1,1,2,118.2429,2 1,West,1,5,1
2,1,1,2,119.4767,2 1,West,1,5,2
2,1,1,3,120.0542,2 1,North,1,5,2
2,1,1,2,120.9066,1 1,North,1,5,2
2,1,1,1,121.9272,1 1,West,1,5,2
2,1,1,2,122.8251,1 0,West,1,5,2
2,1,1,1,123.594,1 0,South,1,5,2
2,1,1,2,124.4359,2 0,South,1,5,2
2,1,1,2,125.4603,2 0,South,1,5,3
2,1,1,3,127.7049,2 0,West,1,5,3
2,1,1,3,128.6446,2 0,North,1,5,3
2,1,1,2,129.4677,1 0,North,1,5,3
2,1,1,3,130.2283,1 0,East,1,5,3
2,1,1,2,131.0963,1 1,East,1,5,3
2,1,1,3,132.2003,1 1,South,1,5,3
2,1,1,2,133.0979,2 1,South,1,5,3
2,1,1,2,134.4097,3 1,South,1,5,3
2,1,1,3,135.6389,3 1,West,1,5,3
2,1,1,1,137.5235,3 1,South,1,5,3
2,1,1,2,138.2311,3 1,South,1,5,4
2,1,1,3,139.0457,3 1,West,1,5,4
2,1,1,2,139.6881,3 0,West,1,5,4
2,1,1,6,140.1,3 0,West,1,6,4
2,1,1,3,140.5699,3 0,North,1,6,4
2,1,1,3,141.5383,3 0,East,1,6,4
2,1,1,2,142.4089,3 1,East,1,6,4
