PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
0,3,7,1,906.5172,4 4,West,2,0,3
0,3,7,3,907.046,4 4,North,2,0,3
0,3,7,2,908.1623,3 4,North,2,0,3
0,3,7,2,908.7056,2 4,North,2,0,3
0,3,7,2,909.5856,1 4,North,2,0,3
0,3,7,2,910.4963,0 4,North,2,0,3
0,3,7,6,910.88,0 4,North,2,1,3
0,3,7,1,911.3757,0 4,West,2,1,3
0,3,7,1,912.0635,0 4,South,2,1,3
0,3,7,3,912.7516,0 4,West,2,1,3
0,3,7,1,913.432,0 4,South,2,1,3
0,3,7,1,914.2247,0 4,East,2,1,3
0,3,7,3,914.7536,0 4,South,2,1,3
0,3,7,3,915.3115,0 4,West,2,1,3
0,3,7,1,916.0784,0 4,South,2,1,3
0,3,7,2,917.2214,1 4,South,2,1,3
0,3,7,3,918.0889,1 4,West,2,1,3
0,3,7,2,918.6453,1 3,West,2,1,3
0,3,7,1,919.6079,1 3,South,2,1,3
0,3,7,2,920.1487,2 3,South,2,1,3
0,3,7,3,920.7416,2 3,West,2,1,3
0,3,7,2,921.3116,2 2,West,2,1,3
0,3,7,3,921.876,2 2,North,2,1,3
0,3,7,3,922.9746,2 2,East,2,1,3
0,3,7,1,923.5529,2 2,North,2,1,3
0,3,7,3,924.1979,2 2,East,2,1,3
0,3,7,3,925.125,2 2,South,2,1,3
0,3,7,1,925.9503,2 2,East,2,1,3
0,3,7,1,926.8486,2 2,North,2,1,3
0,3,7,2,927.5556,1 2,North,2,1,3
0,3,7,2,928.2072,0 2,North,2,1,3
0,3,7,1,928.7429,0 2,West,2,1,3
0,3,7,2,929.3181,0 1,West,2,1,3
0,3,7,2,929.9868,0 0,West,2,1,3
0,3,7,1,930.6234,0 0,South,2,1,3
0,3,7,1,931.442,0 0,East,2,1,3
0,3,7,2,932.1182,0 1,East,2,1,3
0,3,7,2,932.7256,0 2,East,2,1,3
0,3,7,3,933.3332,0 2,South,2,1,3
0,3,7,2,933.9893,1 2,South,2,1,3
0,3,7,2,934.6116,2 2,South,2,1,3
0,3,7,1,935.2176,2 2,East,2,1,3
0,3,7,2,936.0361,2 3,East,2,1,3
0,3,7,1,936.6727,2 3,North,2,1,3
0,3,7,2,937.3003,1 3,North,2,1,3
0,3,7,3,938.1791,1 3,East,2,1,3
0,3,7,2,938.9333,1 4,East,2,1,3
0,3,7,3,939.4764,1 4,South,2,1,3
0,3,7,2,940.3227,2 4,South,2,1,3
0,3,7,2,941.5086,3 4,South,2,1,3
0,3,7,2,942.0543,4 4,South,2,1,3
0,3,7,3,942.6268,4 4,West,2,1,3
0,3,7,2,943.1442,4 3,West,2,1,3
0,3,7,2,943.6813,4 2,West,2,1,3
0,3,7,3,944.1929,4 2,North,2,1,3
0,3,7,2,944.8682,3 2,North,2,1,3
0,3,7,6,945.24,3 2,North,2,2,3
0,3,7,1,945.5829,3 2,West,2,2,3
0,3,7,2,946.127,3 1,West,2,2,3
0,3,7,3,946.6428,3 1,North,2,2,3
0,3,7,2,947.2823,2 1,North,2,2,3
0,3,7,2,948.2968,1 1,North,2,2,3
0,3,7,1,948.8485,1 1,West,2,2,3
0,3,7,2,949.4948,1 0,West,2,2,3
0,3,7,1,950.017,1 0,South,2,2,3
0,3,7,2,951.4717,2 0,South,2,2,3
0,3,7,2,952.0955,3 0,South,2,2,3
0,3,7,2,953.06,4 0,South,2,2,3
0,3,7,1,953.5709,4 0,East,2,2,3
0,3,7,1,954.2003,4 0,North,2,2,3
0,3,7,2,954.8026,3 0,North,2,2,3
0,3,7,2,955.3126,2 0,North,2,2,3
0,3,7,2,955.9728,1 0,North,2,2,3
0,3,7,3,956.887,1 0,East,2,2,3
0,3,7,2,957.8098,1 1,East,2,2,3
0,3,7,3,958.52,1 1,South,2,2,3
0,3,7,2,959.0419,2 1,South,2,2,3
0,3,7,2,959.5555,3 1,South,2,2,3
0,3,7,1,960.0784,3 1,East,2,2,3
0,3,7,2,960.7083,3 2,East,2,2,3
0,3,7,3,961.3306,3 2,South,2,2,3
0,3,7,2,961.9416,4 2,South,2,2,3
0,3,7,1,962.8949,4 2,East,2,2,3
0,3,7,2,963.5388,4 3,East,2,2,3
0,3,7,2,964.6139,4 4,East,2,2,3
0,3,7,1,965.2004,4 4,North,2,2,3
0,3,7,2,965.9874,3 4,North,2,2,3
0,3,7,2,966.8489,2 4,North,2,2,3
0,3,7,6,967.22,2 4,North,2,3,3
0,3,7,2,967.5704,1 4,North,2,3,3
0,3,7,1,968.1019,1 4,West,2,3,3
0,3,7,2,968.7115,1 3,West,2,3,3
0,3,7,1,969.2529,1 3,South,2,3,3
0,3,7,2,969.8793,2 3,South,2,3,3
0,3,7,3,970.5789,2 3,West,2,3,3
0,3,7,2,971.1112,2 2,West,2,3,3
0,3,7,3,971.7028,2 2,North,2,3,3
0,3,7,3,973.203,2 2,East,2,3,3
0,3,7,2,973.8483,2 3,East,2,3,3
0,3,7,1,974.4656,2 3,North,2,3,3
0,3,7,1,975.3754,2 3,West,2,3,3
0,3,7,2,975.8873,2 2,West,2,3,3
0,3,7,3,976.4633,2 2,North,2,3,3
0,3,7,2,977.2965,1 2,North,2,3,3
0,3,7,2,978.3358,0 2,North,2,3,3
0,3,7,1,978.9188,0 2,West,2,3,3
0,3,7,2,979.5395,0 1,West,2,3,3
0,3,7,1,980.1668,0 1,South,2,3,3
0,3,7,1,980.7543,0 1,East,2,3,3
0,3,7,2,981.2662,0 2,East,2,3,3
0,3,7,3,982.2088,0 2,South,2,3,3
0,3,7,2,982.9459,1 2,South,2,3,3
0,3,7,2,983.7316,2 2,South,2,3,3
0,3,7,1,984.3395,2 2,East,2,3,3
0,3,7,2,985.0731,2 3,East,2,3,3
0,3,7,1,985.7117,2 3,North,2,3,3
0,3,7,2,986.2712,1 3,North,2,3,3
0,3,7,3,986.7997,1 3,East,2,3,3
0,3,7,2,987.4092,1 4,East,2,3,3
0,3,7,3,988.2802,1 4,South,2,3,3
0,3,7,2,988.7897,2 4,South,2,3,3
0,3,7,2,989.808,3 4,South,2,3,3
0,3,7,2,990.4,4 4,South,2,3,3
0,3,7,3,991.0286,4 4,West,2,3,3
0,3,7,2,991.681,4 3,West,2,3,3
0,3,7,2,992.2159,4 2,West,2,3,3
0,3,7,3,992.8347,4 2,North,2,3,3
0,3,7,2,993.3993,3 2,North,2,3,3
0,3,7,3,994.1009,3 2,East,2,3,3
0,3,7,1,995.0586,3 2,North,2,3,3
0,3,7,1,995.6551,3 2,West,2,3,3
0,3,7,2,996.2477,3 1,West,2,3,3
0,3,7,3,996.8003,3 1,North,2,3,3
0,3,7,2,997.3906,2 1,North,2,3,3
0,3,7,2,997.9077,1 1,North,2,3,3
0,3,7,1,998.4528,1 1,West,2,3,3
0,3,7,2,998.9951,1 0,West,2,3,3
0,3,7,1,999.6345,1 0,South,2,3,3
0,3,7,2,1000.181,2 0,South,2,3,3
0,3,7,2,1000.802,3 0,South,2,3,3
0,3,7,6,1001.18,3 0,South,2,4,3
0,3,7,2,1001.457,4 0,South,2,4,3
0,3,7,1,1002.095,4 0,East,2,4,3
0,3,7,1,1002.657,4 0,North,2,4,3
0,3,7,2,1003.296,3 0,North,2,4,3
0,3,7,2,1003.911,2 0,North,2,4,3
0,3,7,2,1004.735,1 0,North,2,4,3
0,3,7,3,1005.411,1 0,East,2,4,3
0,3,7,2,1006.36,1 1,East,2,4,3
0,3,7,3,1007.032,1 1,South,2,4,3
0,3,7,2,1007.688,2 1,South,2,4,3
0,3,7,1,1008.487,2 1,East,2,4,3
0,3,7,3,1009.095,2 1,South,2,4,3
0,3,7,2,1009.664,3 1,South,2,4,3
0,3,7,1,1010.19,3 1,East,2,4,3
0,3,7,2,1010.838,3 2,East,2,4,3
0,3,7,3,1011.375,3 2,South,2,4,3
0,3,7,2,1011.958,4 2,South,2,4,3
0,3,7,1,1012.485,4 2,East,2,4,3
0,3,7,2,1013.044,4 3,East,2,4,3
0,3,7,2,1013.683,4 4,East,2,4,3
0,3,7,1,1014.243,4 4,North,2,4,3
0,3,7,2,1014.902,3 4,North,2,4,3
0,3,7,2,1015.494,2 4,North,2,4,3
0,3,7,1,1016.266,2 4,West,2,4,3
0,3,7,3,1016.784,2 4,North,2,4,3
0,3,7,2,1017.344,1 4,North,2,4,3
0,3,7,2,1018.054,0 4,North,2,4,3
0,3,7,1,1018.708,0 4,West,2,4,3
0,3,7,2,1019.393,0 3,West,2,4,3
0,3,7,1,1020.181,0 3,South,2,4,3
0,3,7,1,1020.776,0 3,East,2,4,3
0,3,7,2,1021.333,0 4,East,2,4,3
0,3,7,3,1021.855,0 4,South,2,4,3
0,3,7,2,1022.376,1 4,South,2,4,3
0,3,7,3,1022.895,1 4,West,2,4,3
0,3,7,2,1023.446,1 3,West,2,4,3
0,3,7,1,1024.376,1 3,South,2,4,3
0,3,7,2,1024.913,2 3,South,2,4,3
0,3,7,3,1025.459,2 3,West,2,4,3
0,3,7,2,1026.004,2 2,West,2,4,3
0,3,7,3,1026.59,2 2,North,2,4,3
0,3,7,2,1027.314,1 2,North,2,4,3
0,3,7,2,1028.116,0 2,North,2,4,3
0,3,7,6,1028.5,0 2,North,2,5,3
0,3,7,1,1028.751,0 2,West,2,5,3
0,3,7,1,1029.764,0 2,South,2,5,3
0,3,7,2,1030.367,1 2,South,2,5,3
0,3,7,2,1030.902,2 2,South,2,5,3
0,3,7,1,1031.508,2 2,East,2,5,3
0,3,7,2,1032.352,2 3,East,2,5,3
0,3,7,1,1033.327,2 3,North,2,5,3
0,3,7,2,1033.924,1 3,North,2,5,3
0,3,7,3,1034.569,1 3,East,2,5,3
