PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
1,3,7,2,1019.537,3 4,North,2,0,10
1,3,7,2,1020.182,2 4,North,2,0,10
1,3,7,2,1020.71,1 4,North,2,0,10
1,3,7,6,1021.08,1 4,North,2,1,10
1,3,7,1,1022.297,1 3,North,2,1,10
1,3,7,4,1023.158,2 3,North,2,1,10
1,3,7,1,1023.731,2 2,North,2,1,10
1,3,7,2,1024.242,1 2,North,2,1,10
1,3,7,2,1024.804,0 2,North,2,1,10
1,3,7,1,1025.411,0 1,North,2,1,10
1,3,7,1,1025.921,0 0,North,2,1,10
1,3,7,6,1026.32,0 0,North,2,2,10
1,3,7,3,1026.538,0 1,North,2,2,10
1,3,7,3,1027.126,0 2,North,2,2,10
1,3,7,4,1027.716,1 2,North,2,2,10
1,3,7,4,1028.403,2 2,North,2,2,10
1,3,7,3,1028.997,2 3,North,2,2,10
1,3,7,2,1029.521,1 3,North,2,2,10
1,3,7,3,1030.082,1 4,North,2,2,10
1,3,7,4,1030.594,2 4,North,2,2,10
1,3,7,4,1031.299,3 4,North,2,2,10
1,3,7,4,1031.816,4 4,North,2,2,10
1,3,7,1,1032.454,4 3,North,2,2,10
1,3,7,1,1033.128,4 2,North,2,2,10
1,3,7,2,1033.715,3 2,North,2,2,10
1,3,7,1,1034.291,3 1,North,2,2,10
1,3,7,2,1034.964,2 1,North,2,2,10
1,3,7,2,1035.509,1 1,North,2,2,10
1,3,7,6,1035.88,1 1,North,2,3,10
1,3,7,4,1036.146,2 1,North,2,3,10
1,3,7,4,1036.727,3 1,North,2,3,10
1,3,7,3,1037.475,3 2,North,2,3,10
1,3,7,4,1038.082,4 2,North,2,3,10
1,3,7,3,1038.631,4 3,North,2,3,10
1,3,7,3,1039.251,4 4,North,2,3,10
1,3,7,2,1039.849,3 4,North,2,3,10
1,3,7,2,1040.393,2 4,North,2,3,10
1,3,7,2,1041.049,1 4,North,2,3,10
1,3,7,1,1041.913,1 3,North,2,3,10
1,3,7,4,1042.582,2 3,North,2,3,10
1,3,7,1,1043.097,2 2,North,2,3,10
1,3,7,2,1043.798,1 2,North,2,3,10
1,3,7,2,1044.489,0 2,North,2,3,10
1,3,7,6,1044.88,0 2,North,2,4,10
1,3,7,4,1045.016,1 2,North,2,4,10
1,3,7,4,1045.603,2 2,North,2,4,10
1,3,7,3,1046.359,2 3,North,2,4,10
1,3,7,2,1047.029,1 3,North,2,4,10
1,3,7,3,1047.718,1 4,North,2,4,10
1,3,7,4,1048.344,2 4,North,2,4,10
1,3,7,4,1048.904,3 4,North,2,4,10
1,3,7,4,1049.432,4 4,North,2,4,10
1,3,7,1,1050.065,4 3,North,2,4,10
1,3,7,1,1050.612,4 2,North,2,4,10
1,3,7,2,1051.272,3 2,North,2,4,10
1,3,7,1,1051.906,3 1,North,2,4,10
1,3,7,2,1052.549,2 1,North,2,4,10
1,3,7,2,1053.064,1 1,North,2,4,10
1,3,7,1,1053.732,1 0,North,2,4,10
1,3,7,4,1054.329,2 0,North,2,4,10
1,3,7,4,1055.013,3 0,North,2,4,10
1,3,7,4,1055.536,4 0,North,2,4,10
1,3,7,6,1055.9,4 0,North,2,5,10
1,3,7,2,1056.229,3 0,North,2,5,10
1,3,7,2,1056.856,2 0,North,2,5,10
1,3,7,2,1057.481,1 0,North,2,5,10
1,3,7,3,1058.068,1 1,North,2,5,10
1,3,7,4,1058.746,2 1,North,2,5,10
1,3,7,4,1059.345,3 1,North,2,5,10
1,3,7,3,1059.978,3 2,North,2,5,10
1,3,7,4,1060.517,4 2,North,2,5,10
1,3,7,3,1061.077,4 3,North,2,5,10
1,3,7,3,1061.925,4 4,North,2,5,10
1,3,7,2,1062.855,3 4,North,2,5,10
1,3,7,6,1063.24,3 4,North,2,6,10
1,3,7,4,1063.849,4 4,North,2,6,10
1,3,7,1,1065.731,4 3,North,2,6,10
1,3,7,1,1066.328,4 2,North,2,6,10
1,3,7,2,1067.845,3 2,North,2,6,10
1,3,7,2,1069.812,3 2,North,2,6,10
1,3,7,1,1070.259,3 1,North,2,6,10
1,3,7,2,1071.236,2 1,North,2,6,10
1,3,7,2,1072.082,1 1,North,2,6,10
1,3,7,1,1072.937,1 0,North,2,6,10
