PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
0,3,7,1,718.3342,4 4,West,2,0,10
0,3,7,2,719.218,4 3,West,2,0,10
0,3,7,2,719.8228,4 2,West,2,0,10
0,3,7,3,720.353,4 2,North,2,0,10
0,3,7,2,721.0256,3 2,North,2,0,10
0,3,7,3,721.6316,3 2,East,2,0,10
0,3,7,2,722.2563,3 3,East,2,0,10
0,3,7,6,722.66,3 3,East,2,1,10
0,3,7,3,723.2455,3 3,South,2,1,10
0,3,7,3,723.9517,3 3,West,2,1,10
0,3,7,2,724.6386,3 2,West,2,1,10
0,3,7,1,725.4437,3 2,South,2,1,10
0,3,7,3,726.2852,3 2,West,2,1,10
0,3,7,2,727.07,3 1,West,2,1,10
0,3,7,3,727.9246,3 1,North,2,1,10
0,3,7,2,728.5299,2 1,North,2,1,10
0,3,7,2,729.201,1 1,North,2,1,10
0,3,7,1,729.7404,1 1,West,2,1,10
0,3,7,2,730.3357,1 0,West,2,1,10
0,3,7,1,730.8995,1 0,South,2,1,10
0,3,7,2,731.4452,2 0,South,2,1,10
0,3,7,2,732.0481,3 0,South,2,1,10
0,3,7,2,732.8177,4 0,South,2,1,10
0,3,7,1,733.8221,4 0,East,2,1,10
0,3,7,1,734.4957,4 0,North,2,1,10
0,3,7,2,735.1011,3 0,North,2,1,10
0,3,7,2,735.7136,2 0,North,2,1,10
0,3,7,2,736.3162,1 0,North,2,1,10
0,3,7,3,736.8455,1 0,East,2,1,10
0,3,7,2,737.4388,1 1,East,2,1,10
0,3,7,3,737.9996,1 1,South,2,1,10
0,3,7,2,738.5582,2 1,South,2,1,10
0,3,7,2,739.1559,3 1,South,2,1,10
0,3,7,1,739.6929,3 1,East,2,1,10
0,3,7,2,740.5616,3 2,East,2,1,10
0,3,7,3,741.1887,3 2,South,2,1,10
0,3,7,2,742.013,4 2,South,2,1,10
0,3,7,1,742.5253,4 2,East,2,1,10
0,3,7,2,743.0526,4 3,East,2,1,10
0,3,7,2,743.6674,4 4,East,2,1,10
0,3,7,1,744.2679,4 4,North,2,1,10
0,3,7,2,744.8518,3 4,North,2,1,10
0,3,7,2,745.4545,2 4,North,2,1,10
0,3,7,6,745.84,2 4,North,2,2,10
0,3,7,2,746.1089,1 4,North,2,2,10
0,3,7,1,746.672,1 4,West,2,2,10
0,3,7,3,747.7562,1 4,North,2,2,10
0,3,7,2,748.3715,0 4,North,2,2,10
0,3,7,1,749.2799,0 4,West,2,2,10
0,3,7,1,750.0767,0 4,South,2,2,10
0,3,7,2,750.8326,1 4,South,2,2,10
0,3,7,3,751.5197,1 4,West,2,2,10
0,3,7,2,752.077,1 3,West,2,2,10
0,3,7,1,752.7403,1 3,South,2,2,10
0,3,7,2,753.28,2 3,South,2,2,10
0,3,7,3,753.9028,2 3,West,2,2,10
0,3,7,2,754.5652,2 2,West,2,2,10
0,3,7,3,755.1172,2 2,North,2,2,10
0,3,7,2,755.6281,1 2,North,2,2,10
0,3,7,2,756.1742,0 2,North,2,2,10
0,3,7,1,756.7498,0 2,West,2,2,10
0,3,7,2,757.3251,0 1,West,2,2,10
0,3,7,2,758.6219,0 0,West,2,2,10
0,3,7,3,759.8389,0 0,North,2,2,10
0,3,7,3,760.544,0 0,East,2,2,10
0,3,7,2,761.1844,0 1,East,2,2,10
0,3,7,2,761.8079,0 2,East,2,2,10
0,3,7,3,762.348,0 2,South,2,2,10
0,3,7,2,762.9625,1 2,South,2,2,10
0,3,7,2,763.5038,2 2,South,2,2,10
0,3,7,1,764.0532,2 2,East,2,2,10
0,3,7,2,764.6682,2 3,East,2,2,10
0,3,7,1,765.5554,2 3,North,2,2,10
0,3,7,2,766.1571,1 3,North,2,2,10
0,3,7,3,766.7325,1 3,East,2,2,10
0,3,7,2,767.3274,1 4,East,2,2,10
0,3,7,3,768.1798,1 4,South,2,2,10
0,3,7,2,768.8317,2 4,South,2,2,10
0,3,7,2,769.3897,3 4,South,2,2,10
0,3,7,2,770.1785,4 4,South,2,2,10
0,3,7,3,771.0576,4 4,West,2,2,10
0,3,7,2,771.6969,4 3,West,2,2,10
0,3,7,2,772.2534,4 2,West,2,2,10
0,3,7,3,772.8187,4 2,North,2,2,10
0,3,7,2,773.3597,3 2,North,2,2,10
0,3,7,3,774.3368,3 2,East,2,2,10
0,3,7,1,775.1348,3 2,North,2,2,10
0,3,7,1,775.7437,3 2,West,2,2,10
0,3,7,2,776.3184,3 1,West,2,2,10
0,3,7,3,776.8851,3 1,North,2,2,10
0,3,7,2,777.5826,2 1,North,2,2,10
0,3,7,2,778.1897,1 1,North,2,2,10
0,3,7,1,778.7073,1 1,West,2,2,10
0,3,7,2,779.2339,1 0,West,2,2,10
0,3,7,1,779.8527,1 0,South,2,2,10
0,3,7,2,780.4974,2 0,South,2,2,10
0,3,7,2,781.0601,3 0,South,2,2,10
0,3,7,6,781.44,3 0,South,2,3,10
0,3,7,2,782.1769,4 0,South,2,3,10
0,3,7,1,782.9566,4 0,East,2,3,10
