PhaseView,Run,Trial,Key,Time,Location,Direction,MazeType,Diamonds,WallBumped
0,1,1,1,5.932454,4 4,West,1,0,0
0,1,1,2,7.323603,4 3,West,1,0,0
0,1,1,3,8.855406,4 3,North,1,0,0
0,1,1,2,10.63109,3 3,North,1,0,0
0,1,1,1,12.55509,3 3,West,1,0,0
0,1,1,3,13.78456,3 3,North,1,0,0
0,1,1,2,14.97163,2 3,North,1,0,0
0,1,1,1,16.08353,2 3,West,1,0,0
0,1,1,2,17.09493,2 2,West,1,0,0
0,1,1,6,17.5,2 2,West,1,1,0
0,1,1,2,20.4453,2 1,West,1,1,0
0,1,1,1,21.65825,2 1,South,1,1,0
0,1,1,2,23.09713,3 1,South,1,1,0
0,1,1,3,24.0284,3 1,West,1,1,0
0,1,1,2,24.95631,3 0,West,1,1,0
0,1,1,1,25.81885,3 0,South,1,1,0
0,1,1,1,27.07916,3 0,East,1,1,0
0,1,1,2,28.39563,3 1,East,1,1,0
0,1,1,1,28.96915,3 1,North,1,1,0
0,1,1,2,29.95716,2 1,North,1,1,0
0,1,1,3,31.01501,2 1,East,1,1,0
0,1,1,2,31.97344,2 2,East,1,1,0
0,1,1,3,32.71071,2 2,South,1,1,0
0,1,1,2,33.99696,3 2,South,1,1,0
0,1,1,2,35.01885,4 2,South,1,1,0
0,1,1,3,35.5952,4 2,West,1,1,0
0,1,1,3,37.22232,4 2,North,1,1,0
0,1,1,2,38.72669,3 2,North,1,1,0
0,1,1,2,40.0869,2 2,North,1,1,0
0,1,1,3,40.78034,2 2,East,1,1,0
0,1,1,2,41.80364,2 3,East,1,1,0
0,1,1,2,42.75561,2 4,East,1,1,0
0,1,1,3,43.55572,2 4,South,1,1,0
0,1,1,2,44.30897,3 4,South,1,1,0
0,1,1,6,44.68,3 4,South,1,2,0
0,1,1,1,46.24465,3 4,East,1,2,0
0,1,1,1,46.82281,3 4,North,1,2,0
0,1,1,2,47.75542,2 4,North,1,2,0
0,1,1,2,48.5379,1 4,North,1,2,0
0,1,1,2,49.5816,0 4,North,1,2,0
0,1,1,1,50.72842,0 4,West,1,2,0
0,1,1,1,51.89827,0 4,South,1,2,0
0,1,1,2,52.57948,1 4,South,1,2,0
0,1,1,2,53.5086,2 4,South,1,2,0
0,1,1,3,54.66398,2 4,West,1,2,0
0,1,1,2,55.40148,2 3,West,1,2,0
0,1,1,1,56.42416,2 3,South,1,2,0
0,1,1,2,57.26933,3 3,South,1,2,0
0,1,1,2,58.13698,4 3,South,1,2,0
0,1,1,3,58.64711,4 3,West,1,2,0
0,1,1,2,59.49443,4 2,West,1,2,0
0,1,1,6,59.9,4 2,West,1,3,0
0,1,1,3,60.68332,4 2,North,1,3,0
0,1,1,2,62.02904,3 2,North,1,3,0
0,1,1,3,62.87118,3 2,East,1,3,0
0,1,1,2,63.70024,3 3,East,1,3,0
0,1,1,1,64.27703,3 3,North,1,3,0
0,1,1,2,64.93964,2 3,North,1,3,0
0,1,1,3,66.0873,2 3,East,1,3,0
0,1,1,2,66.83601,2 4,East,1,3,0
0,1,1,1,67.49178,2 4,North,1,3,0
0,1,1,2,68.18723,1 4,North,1,3,0
0,1,1,2,68.82567,0 4,North,1,3,0
0,1,1,6,69.22,0 4,North,1,4,0
0,1,1,1,70.21143,0 4,West,1,4,0
0,1,1,1,71.0276,0 4,South,1,4,0
0,1,1,2,71.87915,1 4,South,1,4,0
0,1,1,2,72.76091,2 4,South,1,4,0
0,1,1,3,73.38858,2 4,West,1,4,0
0,1,1,2,74.28565,2 3,West,1,4,0
0,1,1,2,75.16527,2 2,West,1,4,0
0,1,1,2,76.07652,2 1,West,1,4,0
0,1,1,3,76.66444,2 1,North,1,4,0
0,1,1,2,77.35117,1 1,North,1,4,0
0,1,1,6,77.72,1 1,North,1,5,0
0,1,1,2,78.26503,0 1,North,1,5,0
0,1,1,6,78.64,0 1,North,1,6,0
0,1,1,1,79.12778,0 1,West,1,6,0
0,1,1,1,79.97415,0 1,South,1,6,0
0,1,1,2,80.63438,1 1,South,1,6,0
0,1,1,3,81.15926,1 1,West,1,6,0
